Date;Agrupamento;GGR;Custo Freespin;Jogadores;ARPU;Novos Jogadores;Novos;Turnover;Margem;Rounds per Player;Qtd Rollback;Valor Rollback;Margem
2025-03-27;Popok Gaming;62596,66;0,0;26134;2,4;906;0,0347;1745351,0;0,0359;1,45;336;1059,0;0,0359
2025-06-24;Popok Gaming;89496,31;0,0;12933;6,92;530;0,041;1744967,0;0,0513;2,04;488;3926,0;0,0513
2025-06-30;PlaytechLive;105519,25;0,0;754;139,95;4;0,0053;1743829,0;0,0605;5,72;1;3100,0;0,0605
2025-03-29;PlaytechLive;8323,64;0,0;1268;6,56;36;0,0284;1742388,0;0,0048;4,86;1;9,0;0,0048
2025-02-25;Evolution;91982,97;0,0;2573;35,75;85;0,033;1738433,0;0,0529;3,48;45;1647,0;0,0529
2025-07-17;Evolution;-27513,58;0,0;1421;-19,36;96;0,0676;1735751,0;-0,0159;3,96;215;5734,0;-0,0159
2025-02-08;Popok Gaming;94453,11;0,0;11764;8,03;523;0,0445;1733676,0;0,0545;2,31;285;302,0;0,0545
2025-07-28;Evolution;45230,81;0,0;1354;33,41;110;0,0812;1731973,0;0,0261;4,02;3;641,0;0,0261
2025-02-27;Evolution;64302,37;0,0;3172;20,27;62;0,0195;1730467,0;0,0372;3,4;50;1371,0;0,0372
2025-06-17;Popok Gaming;-14096,44;0,0;12258;-1,15;725;0,0591;1729563,0;-0,0082;2,18;262;820,0;-0,0082
2025-03-20;Evolution;66912,26;0,0;1909;35,05;54;0,0283;1722823,0;0,0388;4,68;180;4404,0;0,0388
2025-06-21;Popok Gaming;47002,47;0,0;16400;2,87;887;0,0541;1722130,0;0,0273;2,05;272;1574,0;0,0273
2025-06-11;Pragmatic Live Casino;20735,3;0,0;1040;19,94;46;0,0442;1718434,0;0,0121;2,84;8;96,0;0,0121
2025-03-28;PlaytechLive;80165,71;0,0;1257;63,78;42;0,0334;1717470,0;0,0467;4,53;3;166,0;0,0467
2025-07-07;PlaytechLive;74175,93;0,0;872;85,06;41;0,047;1716829,0;0,0432;5,49;2;5,0;0,0432
2025-05-21;PlaytechLive;23503,0;0,0;1225;19,19;29;0,0237;1715964,0;0,0137;5,26;1;25,0;0,0137
2025-06-19;Popok Gaming;45544,59;0,0;16262;2,8;1064;0,0654;1714499,0;0,0266;2,01;206;380,0;0,0266
2025-02-25;PlaytechLive;140551,07;0,0;1322;106,32;50;0,0378;1713249,0;0,082;4,79;1;23,0;0,0820
2025-05-28;PlaytechLive;41012,99;0,0;1083;37,87;18;0,0166;1710312,0;0,024;4,57;0;0,0;0,0240
2025-06-10;Evolution;17524,2;0,0;1568;11,18;63;0,0402;1706094,0;0,0103;4,36;629;15717,0;0,0103
2025-08-23;Games Global;109882,75;0,0;8249;13,32;616;0,0747;1702651,0;0,0645;2,75;106;201,0;0,0645
2025-03-15;Evolution;33610,4;0,0;1962;17,13;56;0,0285;1701938,0;0,0197;4,35;57;469,0;0,0197
2025-01-07;Evolution;55935,23;0,0;1884;29,69;135;0,0717;1699739,0;0,0329;4,18;61;818,0;0,0329
2025-06-25;Evolution;71115,65;0,0;1194;59,56;34;0,0285;1699399,0;0,0418;4,12;11;304,0;0,0418
2025-04-11;Popok Gaming;93418,82;0,0;11863;7,87;406;0,0342;1698594,0;0,055;2,56;324;1409,0;0,0550
2025-05-14;Popok Gaming;115303,17;0,0;14026;8,22;449;0,032;1693994,0;0,0681;2,26;476;5491,0;0,0681
2025-05-10;Evolution;58468,79;0,0;1656;35,31;51;0,0308;1693806,0;0,0345;4,53;65;3100,0;0,0345
2025-08-22;Games Global;114829,3;0,0;9355;12,27;569;0,0608;1691742,0;0,0679;2,57;63;79,0;0,0679
2025-02-09;Popok Gaming;39959,49;0,0;9952;4,02;507;0,0509;1689092,0;0,0237;2,29;142;115,0;0,0237
2025-03-20;Popok Gaming;99320,25;0,0;14250;6,97;732;0,0514;1687551,0;0,0589;2,13;608;4583,0;0,0589
2025-04-09;PlaytechLive;108147,05;0,0;1515;71,38;31;0,0205;1686852,0;0,0641;4,36;0;0,0;0,0641
2025-06-17;PlaytechLive;23651,94;0,0;872;27,12;25;0,0287;1685584,0;0,014;5,23;0;0,0;0,0140
2025-05-26;Evolution;59780,42;0,0;1601;37,34;56;0,035;1685015,0;0,0355;3,54;23;612,0;0,0355
2025-07-26;PlaytechLive;90434,65;0,0;590;153,28;14;0,0237;1684012,0;0,0537;5,75;0;0,0;0,0537
2025-06-26;Popok Gaming;47563,31;0,0;10784;4,41;387;0,0359;1683414,0;0,0283;2,05;319;7036,0;0,0283
2025-08-05;Games Global;77013,85;0,0;4847;15,89;163;0,0336;1678150,0;0,0459;2,98;222;403,0;0,0459
2025-06-16;TaDa;89274,51;0,0;6771;13,18;459;0,0678;1678121,0;0,0532;1,98;73;130,0;0,0532
2025-03-05;Evolution;75152,2;0,0;2194;34,25;78;0,0356;1673416,0;0,0449;4,06;100;2879,0;0,0449
2025-06-29;Evolution;60703,85;0,0;1420;42,75;13;0,0092;1672896,0;0,0363;3,97;25;512,0;0,0363
2025-03-22;Popok Gaming;93463,98;0,0;12597;7,42;772;0,0613;1672493,0;0,0559;2,19;452;1024,0;0,0559
2025-07-19;Evolution;-17103,26;0,0;1953;-8,76;102;0,0522;1671984,0;-0,0102;3,37;33;756,0;-0,0102
2025-08-03;Evolution;76172,89;0,0;1785;42,67;120;0,0672;1671553,0;0,0456;3,83;28;358,0;0,0456
2025-03-13;Evolution;-395281,7;0,0;2056;-192,26;57;0,0277;1670142,0;-0,2367;4,36;36;2263,0;-0,2367
2025-05-19;Popok Gaming;74967,63;0,0;13559;5,53;1119;0,0825;1664815,0;0,045;2,1;435;1008,0;0,0450
2025-05-03;PlaytechLive;63146,5;0,0;1101;57,35;16;0,0145;1664696,0;0,0379;5,48;9;76,0;0,0379
2025-08-07;Pragmatic Live Casino;34049,85;0,0;1033;32,96;65;0,0629;1662518,0;0,0205;3,42;34;1094,0;0,0205
2025-01-13;PlaytechLive;23082,44;0,0;1523;15,16;139;0,0913;1661923,0;0,0139;4,77;1;5,0;0,0139
2025-06-02;Evolution;8313,5;0,0;1502;5,53;59;0,0393;1661916,0;0,005;4,13;581;7013,0;0,0050
2025-05-12;Evolution;11436,81;0,0;1678;6,82;46;0,0274;1660054,0;0,0069;3,95;44;3549,0;0,0069
2025-05-07;Evolution;-27627,42;0,0;1896;-14,57;44;0,0232;1655507,0;-0,0167;4,19;80;2177,0;-0,0167
2025-03-05;PlaytechLive;97182,26;0,0;1427;68,1;66;0,0463;1652650,0;0,0588;4,1;2;15,0;0,0588
2025-06-28;Evolution;39849,44;0,0;1587;25,11;27;0,017;1652523,0;0,0241;3,54;9;730,0;0,0241
2025-03-25;Popok Gaming;5238,47;0,0;37040;0,14;837;0,0226;1651889,0;0,0032;1,21;439;1548,0;0,0032
2025-07-01;PlaytechLive;20729,09;0,0;812;25,53;10;0,0123;1651320,0;0,0126;5,6;3;64,0;0,0126
2025-03-04;Popok Gaming;82542,2;0,0;16765;4,92;879;0,0524;1649895,0;0,05;2,09;960;2945,0;0,0500
2025-06-27;Popok Gaming;130480,19;0,0;13674;9,54;358;0,0262;1649359,0;0,0791;1,88;184;4585,0;0,0791
2025-05-16;Popok Gaming;128150,12;0,0;19698;6,51;540;0,0274;1649180,0;0,0777;1,9;428;1074,0;0,0777
2025-06-10;Popok Gaming;115804,52;0,0;11080;10,45;580;0,0523;1649009,0;0,0702;2,12;382;2284,0;0,0702
2025-05-13;Evolution;65615,62;0,0;2434;26,96;67;0,0275;1647381,0;0,0398;3,03;229;5458,0;0,0398
2025-06-15;PlaytechLive;42975,28;0,0;786;54,68;26;0,0331;1643444,0;0,0261;5,46;0;0,0;0,0261
2025-05-09;Evolution;-23889,53;0,0;1763;-13,55;45;0,0255;1642161,0;-0,0145;4,53;73;2284,0;-0,0145
2025-07-07;Pragmatic Live Casino;62775,74;0,0;1005;62,46;62;0,0617;1640201,0;0,0383;3,56;24;2192,0;0,0383
2025-06-27;Evolution;25078,5;0,0;1624;15,44;33;0,0203;1639531,0;0,0153;3,42;4;38,0;0,0153
2025-06-01;Popok Gaming;47411,67;0,0;13554;3,5;614;0,0453;1637969,0;0,0289;2,18;322;2651,0;0,0289
2025-05-21;Popok Gaming;72432,71;0,0;17630;4,11;555;0,0315;1634928,0;0,0443;2,0;336;839,0;0,0443
2025-04-01;Popok Gaming;-30650,32;0,0;11989;-2,56;512;0,0427;1633707,0;-0,0188;2,23;354;940,0;-0,0188
2025-07-24;Evolution;7781,51;0,0;1592;4,89;102;0,0641;1631916,0;0,0048;4,13;12;120,0;0,0048
2025-04-10;Popok Gaming;108683,09;0,0;12028;9,04;452;0,0376;1630715,0;0,0666;2,18;399;2072,0;0,0666
2025-02-02;Popok Gaming;64767,12;0,0;12198;5,31;743;0,0609;1628589,0;0,0398;2,33;158;148,0;0,0398
2025-02-22;Evolution;44716,53;0,0;2605;17,17;88;0,0338;1628008,0;0,0275;3,77;51;1240,0;0,0275
2025-04-09;Popok Gaming;52154,28;0,0;14249;3,66;391;0,0274;1623110,0;0,0321;2,03;418;1405,0;0,0321
2025-06-09;Popok Gaming;-101240,08;0,0;14185;-7,14;783;0,0552;1622335,0;-0,0624;2,09;414;3192,0;-0,0624
2025-08-22;Pragmatic Live Casino;94784,94;0,0;907;104,5;21;0,0232;1618876,0;0,0585;3,29;24;777,0;0,0585
2025-06-13;Evolution;126116,95;0,0;1574;80,13;72;0,0457;1617334,0;0,078;4,14;23;360,0;0,0780
2025-08-03;Pragmatic Live Casino;92422,7;0,0;774;119,41;37;0,0478;1613231,0;0,0573;3,64;7;47,0;0,0573
2025-06-04;PlaytechLive;104176,19;0,0;915;113,85;25;0,0273;1613158,0;0,0646;5,55;2;10,0;0,0646
2025-01-26;Evolution;-501754,44;0,0;2769;-181,2;215;0,0776;1613041,0;-0,3111;3,36;62;1215,0;-0,3111
2025-05-04;Evolution;58111,67;0,0;2404;24,17;34;0,0141;1609148,0;0,0361;2,89;107;2210,0;0,0361
2025-06-11;TaDa;22822,71;0,0;7678;2,97;336;0,0438;1604605,0;0,0142;1,95;69;167,0;0,0142
2025-07-18;Pragmatic Live Casino;-48613,16;0,0;1411;-34,45;102;0,0723;1603358,0;-0,0303;3,11;40;813,0;-0,0303
2025-02-26;Evolution;-25526,62;0,0;2396;-10,65;70;0,0292;1594238,0;-0,016;4,27;50;1842,0;-0,0160
2025-02-18;PlaytechLive;10999,89;0,0;1469;7,49;59;0,0402;1593575,0;0,0069;4,75;2;220,0;0,0069
2025-05-24;Popok Gaming;53306,04;0,0;19673;2,71;585;0,0297;1592673,0;0,0335;1,9;584;3619,0;0,0335
2025-06-10;TaDa;47224,51;0,0;6869;6,88;261;0,038;1589027,0;0,0297;1,97;79;73,0;0,0297
2025-04-25;Popok Gaming;80495,89;0,0;12369;6,51;551;0,0445;1586632,0;0,0507;2,25;288;774,0;0,0507
2025-06-11;Popok Gaming;69129,08;0,0;10739;6,44;568;0,0529;1584770,0;0,0436;2,06;372;3813,0;0,0436
2025-05-31;Popok Gaming;108755,53;0,0;14081;7,72;484;0,0344;1579313,0;0,0689;2,17;389;2071,0;0,0689
2025-04-18;Popok Gaming;47264,31;0,0;25953;1,82;560;0,0216;1579215,0;0,0299;1,47;404;955,0;0,0299
2025-06-17;TaDa;138616,8;0,0;6663;20,8;429;0,0644;1578034,0;0,0878;2,01;122;128,0;0,0878
2025-06-19;PlaytechLive;4410,84;0,0;884;4,99;26;0,0294;1577787,0;0,0028;5,25;0;0,0;0,0028
2025-05-31;Evolution;9803,62;0,0;1684;5,82;32;0,019;1575501,0;0,0062;4,15;289;5913,0;0,0062
2025-06-20;Evolution;-23643,02;0,0;1409;-16,78;77;0,0546;1571362,0;-0,015;3,43;207;7620,0;-0,0150
2025-03-16;Evolution;75872,01;0,0;1843;41,17;48;0,026;1571280,0;0,0483;4,1;200;2318,0;0,0483
2025-03-28;Popok Gaming;35373,8;0,0;21229;1,67;879;0,0414;1569263,0;0,0225;1,61;810;2201,0;0,0225
2025-03-17;Evolution;82378,94;0,0;1794;45,92;47;0,0262;1567813,0;0,0525;4,45;184;2672,0;0,0525
2025-06-18;PlaytechLive;36964,91;0,0;860;42,98;22;0,0256;1566910,0;0,0236;5,73;1;17,0;0,0236
2025-07-04;PlaytechLive;100468,93;0,0;866;116,01;29;0,0335;1566243,0;0,0641;5,16;11;354,0;0,0641
2025-07-09;Games Global;94641,58;0,0;6490;14,58;263;0,0405;1565918,0;0,0604;2,75;33;76,0;0,0604
2025-01-03;Evolution;34152,84;0,0;2360;14,47;122;0,0517;1565641,0;0,0218;3,84;38;1062,0;0,0218
2025-07-05;Popok Gaming;90013,06;0,0;13135;6,85;641;0,0488;1565355,0;0,0575;1,98;1397;2080,0;0,0575
2025-03-14;Spribe;15493,93;0,0;1756;8,82;25;0,0142;1565058,0;0,0099;3,9;1014;8741,0;0,0099
2025-05-17;Popok Gaming;59296,84;0,0;18195;3,26;481;0,0264;1564408,0;0,0379;1,96;590;877,0;0,0379
2025-03-11;PlaytechLive;60686,06;0,0;1455;41,71;39;0,0268;1564040,0;0,0388;5,31;2;38,0;0,0388
2025-02-17;Evolution;82252,85;0,0;1982;41,5;82;0,0414;1562635,0;0,0526;4,23;28;921,0;0,0526
2025-03-19;PlaytechLive;37979,78;0,0;1472;25,8;26;0,0177;1561954,0;0,0243;4,32;1;7,0;0,0243
2025-03-14;PlaytechLive;14114,62;0,0;1367;10,33;31;0,0227;1558526,0;0,0091;4,94;1;60,0;0,0091
2025-06-15;TaDa;84915,66;0,0;6945;12,23;492;0,0708;1557265,0;0,0545;2,0;119;173,0;0,0545
2025-08-26;PlaytechLive;112094,45;0,0;537;208,74;11;0,0205;1556661,0;0,072;5,75;1;2,0;0,0720
2025-06-08;PlaytechLive;38200,74;0,0;1066;35,84;40;0,0375;1552410,0;0,0246;4,68;1;5,0;0,0246
2025-04-15;Popok Gaming;64989,01;0,0;12958;5,02;614;0,0474;1548643,0;0,042;2,04;312;954,0;0,0420
2025-04-15;PlaytechLive;55188,68;0,0;1242;44,44;34;0,0274;1544869,0;0,0357;5,09;8;60,0;0,0357
2025-02-16;Evolution;51465,53;0,0;2027;25,39;93;0,0459;1544384,0;0,0333;4,35;53;1554,0;0,0333
2025-07-18;PlaytechLive;87603,22;0,0;739;118,54;24;0,0325;1543587,0;0,0568;4,57;0;0,0;0,0568
2025-06-18;Popok Gaming;51206,4;0,0;15072;3,4;1029;0,0683;1543099,0;0,0332;2,04;233;1515,0;0,0332
2025-06-16;Popok Gaming;37874,79;0,0;11543;3,28;759;0,0658;1540484,0;0,0246;2,16;230;1871,0;0,0246
2025-02-19;Evolution;51918,5;0,0;2454;21,16;86;0,035;1539476,0;0,0337;3,53;51;2366,0;0,0337
2025-08-02;Games Global;102626,9;0,0;5319;19,29;216;0,0406;1537115,0;0,0668;3,0;103;160,0;0,0668
2025-07-14;Evolution;93626,42;0,0;1448;64,66;73;0,0504;1535855,0;0,061;4,05;117;4617,0;0,0610
2025-06-14;Popok Gaming;-90224,71;0,0;11155;-8,09;739;0,0662;1532952,0;-0,0589;2,16;397;3049,0;-0,0589
2025-07-27;Pragmatic Live Casino;84350,14;0,0;1004;84,01;75;0,0747;1532856,0;0,055;3,73;9;163,0;0,0550
2025-06-25;Popok Gaming;119893,86;0,0;10953;10,95;373;0,0341;1532652,0;0,0782;2,07;167;8152,0;0,0782
2025-06-28;Popok Gaming;70985,91;0,0;12894;5,51;470;0,0365;1525738,0;0,0465;1,93;235;716,0;0,0465
2025-04-19;PlaytechLive;63270,2;0,0;1266;49,98;27;0,0213;1523550,0;0,0415;5,14;3;101,0;0,0415
2025-02-27;PlaytechLive;33470,72;0,0;1726;19,39;28;0,0162;1523416,0;0,022;3,9;0;0,0;0,0220
2025-06-01;Evolution;-79234,4;0,0;1602;-49,46;48;0,03;1521649,0;-0,0521;4,08;451;4632,0;-0,0521
2025-08-28;Games Global;74463,11;0,0;6582;11,31;448;0,0681;1520422,0;0,049;2,78;13;17,0;0,0490
2025-08-19;Evolution;30305,74;0,0;1764;17,18;124;0,0703;1520361,0;0,0199;3,87;90;2315,0;0,0199
2025-06-21;TaDa;54842,73;0,0;6872;7,98;336;0,0489;1519984,0;0,0361;2,02;99;98,0;0,0361
2025-05-12;PlaytechLive;28735,9;0,0;1005;28,59;26;0,0259;1519382,0;0,0189;6,03;0;0,0;0,0189
2025-04-30;PlaytechLive;26165,58;0,0;1067;24,52;18;0,0169;1517661,0;0,0172;5,31;2;27,0;0,0172
2025-07-17;PlaytechLive;81541,86;0,0;575;141,81;19;0,033;1516608,0;0,0538;5,7;4;41,0;0,0538
2025-08-01;Pragmatic Live Casino;-21551,95;0,0;881;-24,46;53;0,0602;1505501,0;-0,0143;3,76;35;3998,0;-0,0143
2025-07-02;Popok Gaming;-26725,08;0,0;11483;-2,33;507;0,0442;1504061,0;-0,0178;1,88;296;737,0;-0,0178
2025-07-04;Popok Gaming;138352,02;0,0;12775;10,83;578;0,0452;1502649,0;0,0921;1,89;565;1274,0;0,0921
2025-05-31;PlaytechLive;14233,86;0,0;999;14,25;26;0,026;1499595,0;0,0095;5,54;2;35,0;0,0095
2025-03-30;Popok Gaming;54755,62;0,0;16869;3,25;715;0,0424;1499275,0;0,0365;1,76;272;1520,0;0,0365
2025-01-28;PlaytechLive;-963,46;0,0;1743;-0,55;184;0,1056;1498822,0;-0,0006;3,95;5;170,0;-0,0006
2025-03-19;Evolution;-9177,68;0,0;2152;-4,26;61;0,0283;1498607,0;-0,0061;4,09;217;1937,0;-0,0061
2025-05-29;Popok Gaming;77193,28;0,0;12902;5,98;443;0,0343;1498204,0;0,0515;2,13;322;2037,0;0,0515
2025-06-14;PlaytechLive;97167,16;0,0;897;108,32;35;0,039;1497419,0;0,0649;5,4;0;0,0;0,0649
2025-08-19;Pragmatic Live Casino;-194763,76;0,0;711;-273,93;53;0,0745;1495419,0;-0,1302;3,46;17;1655,0;-0,1302
2025-06-28;PlaytechLive;131361,63;0,0;828;158,65;13;0,0157;1494042,0;0,0879;5,35;1;4,0;0,0879
2025-08-25;Pragmatic Live Casino;43650,87;0,0;711;61,39;45;0,0633;1488979,0;0,0293;3,29;10;373,0;0,0293
2025-05-22;Popok Gaming;89900,2;0,0;13829;6,5;521;0,0377;1487327,0;0,0604;2,09;329;1109,0;0,0604
2025-08-25;Games Global;112294,58;0,0;7246;15,5;468;0,0646;1485529,0;0,0756;2,65;39;55,0;0,0756
2025-06-10;PlaytechLive;-16007,99;0,0;996;-16,07;33;0,0331;1485312,0;-0,0108;5,13;0;0,0;-0,0108
2025-08-03;Games Global;84421,42;0,0;4831;17,47;187;0,0387;1481886,0;0,057;3,12;43;91,0;0,0570
2025-08-12;Games Global;71358,51;0,0;5916;12,06;358;0,0605;1481603,0;0,0482;2,91;66;104,0;0,0482
2025-08-17;Evolution;-22192,83;0,0;1804;-12,3;125;0,0693;1480554,0;-0,015;3,61;74;2662,0;-0,0150
2025-05-19;PlaytechLive;31833,7;0,0;931;34,19;76;0,0816;1478159,0;0,0215;5,92;2;24,0;0,0215
2025-03-02;PlaytechLive;44377,01;0,0;1447;30,67;60;0,0415;1475744,0;0,0301;4,67;2;140,0;0,0301
2025-06-15;Popok Gaming;55810,41;0,0;10465;5,33;727;0,0695;1473795,0;0,0379;2,17;281;4532,0;0,0379
2025-01-22;Evolution;73544,48;0,0;3159;23,28;338;0,107;1473536,0;0,0499;3,13;69;875,0;0,0499
2025-06-11;PlaytechLive;61532,04;0,0;951;64,7;31;0,0326;1473426,0;0,0418;5,38;0;0,0;0,0418
2025-03-04;Evolution;93382,93;0,0;2472;37,78;143;0,0578;1470668,0;0,0635;3,87;63;1989,0;0,0635
2025-06-27;PlaytechLive;88409,53;0,0;831;106,39;10;0,012;1469217,0;0,0602;4,73;0;0,0;0,0602
2025-01-05;Evolution;43507,34;0,0;2478;17,56;219;0,0884;1468685,0;0,0296;3,79;53;1066,0;0,0296
2025-06-13;TaDa;43606,46;0,0;7387;5,9;433;0,0586;1466952,0;0,0297;1,97;103;147,0;0,0297
2025-07-23;Games Global;122452,04;0,0;12722;9,63;343;0,027;1465508,0;0,0836;1,95;78;83,0;0,0836
2025-06-06;Pragmatic Live Casino;5011,26;0,0;1111;4,51;49;0,0441;1465071,0;0,0034;3,86;33;342,0;0,0034
2025-08-21;Pragmatic Live Casino;-184155,55;0,0;892;-206,45;38;0,0426;1462922,0;-0,1259;3,25;10;995,0;-0,1259
2025-08-27;Games Global;56950,14;0,0;6874;8,28;379;0,0551;1461279,0;0,039;2,73;41;44,0;0,0390
2025-03-31;Popok Gaming;22772,29;0,0;11423;1,99;602;0,0527;1459645,0;0,0156;2,21;305;621,0;0,0156
2025-04-28;Evolution;81001,71;0,0;3196;25,34;29;0,0091;1459402,0;0,0555;2,41;18;478,0;0,0555
2025-06-23;TaDa;73441,5;0,0;5679;12,93;251;0,0442;1454937,0;0,0505;2,06;31;37,0;0,0505
2025-04-12;Evolution;48189,03;0,0;1991;24,2;25;0,0126;1453614,0;0,0332;4,19;363;2126,0;0,0332
2025-01-10;PlaytechLive;83595,61;0,0;1841;45,41;98;0,0532;1452799,0;0,0575;4,75;1;1,0;0,0575
2025-07-20;Evolution;-145818,89;0,0;1642;-88,81;104;0,0633;1450216,0;-0,1005;3,75;26;2011,0;-0,1005
2025-07-28;PlaytechLive;21937,85;0,0;513;42,76;12;0,0234;1444760,0;0,0152;6,28;0;0,0;0,0152
2025-07-06;Evolution;-40983,14;0,0;1637;-25,04;79;0,0483;1440565,0;-0,0284;3,87;12;661,0;-0,0284
2025-07-09;Pragmatic Live Casino;13540,28;0,0;1031;13,13;65;0,063;1439539,0;0,0094;3,23;19;179,0;0,0094
2025-03-15;PlaytechLive;38958,14;0,0;1360;28,65;45;0,0331;1438364,0;0,0271;4,85;8;85,0;0,0271
2025-08-17;Pragmatic Live Casino;173928,25;0,0;766;227,06;61;0,0796;1436578,0;0,1211;3,71;9;181,0;0,1211
2025-07-11;Games Global;110295,95;0,0;6155;17,92;252;0,0409;1435845,0;0,0768;2,62;25;25,0;0,0768
2025-03-24;Popok Gaming;40154,26;0,0;10995;3,65;732;0,0666;1434549,0;0,028;2,17;596;1954,0;0,0280
2025-02-24;PlaytechLive;45133,21;0,0;1275;35,4;51;0,04;1434453,0;0,0315;4,68;2;53,0;0,0315
2025-03-16;PlaytechLive;117464,21;0,0;1213;96,84;35;0,0289;1434299,0;0,0819;5,14;0;0,0;0,0819
2025-04-26;Evolution;69782,58;0,0;1287;54,22;20;0,0155;1433878,0;0,0487;3,93;35;1814,0;0,0487
2025-05-01;PlaytechLive;-17321,71;0,0;1123;-15,42;18;0,016;1432935,0;-0,0121;5,4;3;20,0;-0,0121
2025-04-26;Popok Gaming;-18842,05;0,0;13380;-1,41;621;0,0464;1432802,0;-0,0132;2,17;343;865,0;-0,0132
2025-07-05;TaDa;-4348,78;0,0;3930;-1,11;117;0,0298;1430064,0;-0,003;2,29;257;670,0;-0,0030
2025-05-21;Evolution;110111,84;0,0;2096;52,53;60;0,0286;1428281,0;0,0771;3,42;25;3278,0;0,0771
2025-06-21;Pragmatic Live Casino;105833,02;0,0;999;105,94;59;0,0591;1417276,0;0,0747;3,65;25;1200,0;0,0747
2025-03-22;PlaytechLive;104917,25;0,0;1360;77,15;32;0,0235;1416866,0;0,074;4,4;0;0,0;0,0740
2025-04-14;PlaytechLive;40193,89;0,0;1123;35,79;23;0,0205;1413216,0;0,0284;4,69;0;0,0;0,0284
2025-02-22;PlaytechLive;76680,36;0,0;1515;50,61;54;0,0356;1410602,0;0,0544;4,49;4;40,0;0,0544
2025-07-19;Games Global;32458,72;0,0;6020;5,39;324;0,0538;1409151,0;0,023;2,75;63;104,0;0,0230
2025-04-27;Popok Gaming;83916,61;0,0;12176;6,89;773;0,0635;1407886,0;0,0596;2,23;416;2723,0;0,0596
2025-04-19;Popok Gaming;10436,35;0,0;22347;0,47;450;0,0201;1407315,0;0,0074;1,45;364;3681,0;0,0074
2025-06-14;TaDa;65401,29;0,0;7514;8,7;421;0,056;1405632,0;0,0465;2,05;130;138,0;0,0465
2025-08-01;Games Global;106371,6;0,0;5381;19,77;172;0,032;1404205,0;0,0758;2,96;67;93,0;0,0758
2025-04-06;PlaytechLive;83401,03;0,0;1303;64,01;31;0,0238;1403591,0;0,0594;4,65;1;13,0;0,0594
2025-07-05;Evolution;31386,81;0,0;1906;16,47;75;0,0393;1403198,0;0,0224;3,78;76;1687,0;0,0224
2025-05-17;Evolution;17948,94;0,0;1878;9,56;64;0,0341;1403190,0;0,0128;3,37;821;14321,0;0,0128
2025-03-25;PlaytechLive;17834,69;0,0;1385;12,88;48;0,0347;1400382,0;0,0127;3,95;3;10,0;0,0127
2025-05-02;PlaytechLive;64650,97;0,0;1097;58,93;29;0,0264;1398526,0;0,0462;5,15;1;6,0;0,0462
2025-02-10;Popok Gaming;71070,61;0,0;9644;7,37;500;0,0518;1395223,0;0,0509;2,31;124;91,0;0,0509
2025-01-12;Evolution;56527,9;0,0;1580;35,78;104;0,0658;1395009,0;0,0405;4,08;46;1219,0;0,0405
2025-07-03;Pragmatic Live Casino;-13785,47;0,0;882;-15,63;32;0,0363;1392330,0;-0,0099;3,44;10;1007,0;-0,0099
2025-07-11;PlaytechLive;-19665,09;0,0;911;-21,59;44;0,0483;1388527,0;-0,0142;5,14;0;0,0;-0,0142
2025-05-16;Evolution;13473,17;0,0;1885;7,15;63;0,0334;1387312,0;0,0097;3,57;1042;13791,0;0,0097
2025-04-13;TaDa;-180421,15;0,0;2927;-61,64;85;0,029;1386701,0;-0,1301;1,98;22;31,0;-0,1301
2025-06-24;TaDa;55298,68;0,0;6108;9,05;262;0,0429;1384757,0;0,0399;2,1;47;64,0;0,0399
2025-07-31;Games Global;118440,66;0,0;4998;23,7;175;0,035;1383116,0;0,0856;3,08;48;52,0;0,0856
2025-07-10;Games Global;70201,58;0,0;6424;10,93;256;0,0399;1382177,0;0,0508;2,64;35;40,0;0,0508
2025-07-18;Games Global;106946,15;0,0;5997;17,83;223;0,0372;1381738,0;0,0774;2,75;42;64,0;0,0774
2025-06-15;Evolution;100920,56;0,0;1489;67,78;91;0,0611;1378795,0;0,0732;3,98;27;1671,0;0,0732
2025-08-09;Pragmatic Live Casino;101870,25;0,0;905;112,56;58;0,0641;1378690,0;0,0739;3,46;10;299,0;0,0739
2025-05-08;Evolution;-27604,27;0,0;1799;-15,34;27;0,015;1376741,0;-0,0201;4,34;56;2790,0;-0,0201
2025-06-17;Evolution;19446,94;0,0;1119;17,38;52;0,0465;1375215,0;0,0141;3,72;39;2061,0;0,0141
2025-06-09;TaDa;32278,97;0,0;5716;5,65;242;0,0423;1374318,0;0,0235;1,94;110;221,0;0,0235
2025-07-14;PlaytechLive;88731,79;0,0;712;124,62;29;0,0407;1368319,0;0,0648;5,08;0;0,0;0,0648
2025-04-22;Popok Gaming;54748,71;0,0;11178;4,9;748;0,0669;1366019,0;0,0401;2,25;252;1291,0;0,0401
2025-04-21;PlaytechLive;-52851,25;0,0;1164;-45,4;36;0,0309;1365639,0;-0,0387;5,03;8;102,0;-0,0387
2025-05-15;Popok Gaming;107109,75;0,0;15038;7,12;387;0,0257;1364190,0;0,0785;2,05;404;687,0;0,0785
2025-06-20;TaDa;39058,03;0,0;6638;5,88;399;0,0601;1364143,0;0,0286;1,99;95;173,0;0,0286
2025-05-26;Popok Gaming;43781,78;0,0;13168;3,32;562;0,0427;1363809,0;0,0321;2,06;299;3883,0;0,0321
2025-08-09;TaDa;42351,4;0,0;2988;14,17;138;0,0462;1362733,0;0,0311;2,24;62;153,0;0,0311
